source_file,compiler,ir,ir_flags,asm,asm_flags
attributes #1 = { nounwind readnone speculatable willreturn }
attributes #2 = { ""correctly-rounded-divide-sqrt-fp-math""=""false"" ""disable-tail-calls""=""false"" ""frame-pointer""=""all"" ""less-precise-fpmad""=""false"" ""no-infs-fp-math""=""false"" ""no-nans-fp-math""=""false"" ""no-signed-zeros-fp-math""=""false"" ""no-trapping-math""=""false"" ""stack-protector-buffer-size""=""8"" ""target-cpu""=""x86-64"" ""target-features""=""+cx8,+fxsr,+mmx,+sse,+sse2,+x87"" ""unsafe-fp-math""=""false"" ""use-soft-float""=""false"" }

",-emit-llvm,"# Compilation provided by Compiler Explorer at https://godbolt.org/
main:                                   # @main
        push    rbp
        mov     rbp, rsp
        sub     rsp, 64
        mov     dword ptr [rbp - 4], 0
        mov     dword ptr [rbp - 8], 42
        lea     rax, [rbp - 8]
        mov     qword ptr [rbp - 16], rax
        mov     rax, qword ptr [rbp - 16]
        mov     esi, dword ptr [rax]
        movabs  rdi, offset .L.str
        mov     al, 0
        call    printf
        mov     dword ptr [bolshevic], 12
        mov     dword ptr [bolshevic+4], 34
        mov     dword ptr [bolshevic+8], 56
        mov     esi, dword ptr [bolshevic]
        movabs  rdi, offset .L.str.1
        mov     dword ptr [rbp - 36], eax # 4-byte Spill
        mov     al, 0
        call    printf
        mov     esi, dword ptr [bolshevic+4]
        movabs  rdi, offset .L.str.2
        mov     dword ptr [rbp - 40], eax # 4-byte Spill
        mov     al, 0
        call    printf
        mov     esi, dword ptr [bolshevic+8]
        movabs  rdi, offset .L.str.3
        mov     dword ptr [rbp - 44], eax # 4-byte Spill
        mov     al, 0
        call    printf
        movabs  rcx, offset bolshevic
        mov     qword ptr [rbp - 32], rcx
        mov     rcx, qword ptr [rbp - 32]
        mov     esi, dword ptr [rcx]
        movabs  rdi, offset .L.str.4
        mov     dword ptr [rbp - 48], eax # 4-byte Spill
        mov     al, 0
        call    printf
        mov     rcx, qword ptr [rbp - 32]
        mov     esi, dword ptr [rcx + 4]
        movabs  rdi, offset .L.str.5
        mov     dword ptr [rbp - 52], eax # 4-byte Spill
        mov     al, 0
        call    printf
        mov     rcx, qword ptr [rbp - 32]
        mov     esi, dword ptr [rcx + 8]
        movabs  rdi, offset .L.str.6
        mov     dword ptr [rbp - 56], eax # 4-byte Spill
        mov     al, 0
        call    printf
        movabs  rcx, offset bolshevic
        add     rcx, 4
        mov     qword ptr [rbp - 16], rcx
        mov     rcx, qword ptr [rbp - 16]
        mov     esi, dword ptr [rcx]
        movabs  rdi, offset .L.str.2
        mov     dword ptr [rbp - 60], eax # 4-byte Spill
        mov     al, 0
        call    printf
        xor     edx, edx
        mov     dword ptr [rbp - 64], eax # 4-byte Spill
        mov     eax, edx
        add     rsp, 64
        pop     rbp
        ret
bolshevic:
        .zero   12

.L.str:
        .asciz  ""a = %d\n""

.L.str.1:
        .asciz  ""bolshevic.a = %d\n""

.L.str.2:
        .asciz  ""bolshevic.b = %d\n""

.L.str.3:
        .asciz  ""bolshevic.c = %d\n""

.L.str.4:
        .asciz  ""tsar->a = %d\n""

.L.str.5:
        .asciz  ""tsar->b = %d\n""

.L.str.6:
        .asciz  ""tsar->c = %d\n""

Standard error:
[1m<source>:14:8: [0m[0;1;35mwarning: [0m[1munused variable 'c' [-Wunused-variable][0m
   int c;
[0;1;32m       ^
[0m1 warning generated.
",-Wall
source\00164.c,clang10,"# Compilation provided by Compiler Explorer at https://godbolt.org/
@.str = private unnamed_addr constant [4 x i8] c""%d\0A\00"", align 1
@.str.1 = private unnamed_addr constant [8 x i8] c""%d, %d\0A\00"", align 1

define dso_local i32 @main() #0 !dbg !7 {
  %1 = alloca i32, align 4
  %2 = alloca i32, align 4
  %3 = alloca i32, align 4
  %4 = alloca i32, align 4
  %5 = alloca i32, align 4
  %6 = alloca i32, align 4
  %7 = alloca i32, align 4
  %8 = alloca i32, align 4
  %9 = alloca i32, align 4
  store i32 0, i32* %1, align 4
  call void @llvm.dbg.declare(metadata i32* %2, metadata !12, metadata !DIExpression()), !dbg !13
  call void @llvm.dbg.declare(metadata i32* %3, metadata !14, metadata !DIExpression()), !dbg !15
  call void @llvm.dbg.declare(metadata i32* %4, metadata !16, metadata !DIExpression()), !dbg !17
  call void @llvm.dbg.declare(metadata i32* %5, metadata !18, metadata !DIExpression()), !dbg !19
  call void @llvm.dbg.declare(metadata i32* %6, metadata !20, metadata !DIExpression()), !dbg !21
  call void @llvm.dbg.declare(metadata i32* %7, metadata !22, metadata !DIExpression()), !dbg !23
  call void @llvm.dbg.declare(metadata i32* %8, metadata !24, metadata !DIExpression()), !dbg !25
  call void @llvm.dbg.declare(metadata i32* %9, metadata !26, metadata !DIExpression()), !dbg !27
  store i32 12, i32* %2, align 4, !dbg !28
  store i32 34, i32* %3, align 4, !dbg !29
  store i32 56, i32* %4, align 4, !dbg !30
  store i32 78, i32* %5, align 4, !dbg !31
  store i32 0, i32* %6, align 4, !dbg !32
  store i32 1, i32* %7, align 4, !dbg !33
  %10 = load i32, i32* %4, align 4, !dbg !34
  %11 = load i32, i32* %5, align 4, !dbg !35
  %12 = add nsw i32 %10, %11, !dbg !36
  %13 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([4 x i8], [4 x i8]* @.str, i64 0, i64 0), i32 %12), !dbg !37
  %14 = load i32, i32* %4, align 4, !dbg !38
  %15 = load i32, i32* %5, align 4, !dbg !39
  %16 = add nsw i32 %14, %15, !dbg !40
  store i32 %16, i32* %9, align 4, !dbg !41
  %17 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([4 x i8], [4 x i8]* @.str, i64 0, i64 0), i32 %16), !dbg !42
  %18 = load i32, i32* %6, align 4, !dbg !43
  %19 = icmp ne i32 %18, 0, !dbg !43
  br i1 %19, label %28, label %20, !dbg !44

20:
  %21 = load i32, i32* %6, align 4, !dbg !45
  %22 = icmp ne i32 %21, 0, !dbg !45
  br i1 %22, label %23, label %26, !dbg !46

23:
  %24 = load i32, i32* %7, align 4, !dbg !47
  %25 = icmp ne i32 %24, 0, !dbg !47
  br label %26

26:
  %27 = phi i1 [ false, %20 ], [ %25, %23 ], !dbg !48
  br label %28, !dbg !44

28:
  %29 = phi i1 [ true, %0 ], [ %27, %26 ]
  %30 = zext i1 %29 to i32, !dbg !43
  %31 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([4 x i8], [4 x i8]* @.str, i64 0, i64 0), i32 %30), !dbg !49
  %32 = load i32, i32* %6, align 4, !dbg !50
  %33 = icmp ne i32 %32, 0, !dbg !50
  br i1 %33, label %42, label %34, !dbg !51

34:
  %35 = load i32, i32* %7, align 4, !dbg !52
  %36 = icmp ne i32 %35, 0, !dbg !52
  br i1 %36, label %37, label %40, !dbg !53

37:
  %38 = load i32, i32* %7, align 4, !dbg !54
  %39 = icmp ne i32 %38, 0, !dbg !54
  br label %40

40:
  %41 = phi i1 [ false, %34 ], [ %39, %37 ], !dbg !48
  br label %42, !dbg !51

42:
  %43 = phi i1 [ true, %28 ], [ %41, %40 ]
  %44 = zext i1 %43 to i32, !dbg !50
  %45 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([4 x i8], [4 x i8]* @.str, i64 0, i64 0), i32 %44), !dbg !55
  %46 = load i32, i32* %6, align 4, !dbg !56
  %47 = icmp ne i32 %46, 0, !dbg !56
  br i1 %47, label %48, label %51, !dbg !57

48:
  %49 = load i32, i32* %6, align 4, !dbg !58
  %50 = icmp ne i32 %49, 0, !dbg !58
  br i1 %50, label %54, label %51, !dbg !59

51:
  %52 = load i32, i32* %7, align 4, !dbg !60
  %53 = icmp ne i32 %52, 0, !dbg !60
  br label %54, !dbg !59

54:
  %55 = phi i1 [ true, %48 ], [ %53, %51 ]
  %56 = zext i1 %55 to i32, !dbg !56
  %57 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([4 x i8], [4 x i8]* @.str, i64 0, i64 0), i32 %56), !dbg !61
  %58 = load i32, i32* %6, align 4, !dbg !62
  %59 = icmp ne i32 %58, 0, !dbg !62
  br i1 %59, label %60, label %63, !dbg !63

60:
  %61 = load i32, i32* %7, align 4, !dbg !64
  %62 = icmp ne i32 %61, 0, !dbg !64
  br i1 %62, label %66, label %63, !dbg !65

63:
  %64 = load i32, i32* %7, align 4, !dbg !66
  %65 = icmp ne i32 %64, 0, !dbg !66
  br label %66, !dbg !65

66:
  %67 = phi i1 [ true, %60 ], [ %65, %63 ]
  %68 = zext i1 %67 to i32, !dbg !62
  %69 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([4 x i8], [4 x i8]* @.str, i64 0, i64 0), i32 %68), !dbg !67
  %70 = load i32, i32* %2, align 4, !dbg !68
  %71 = icmp ne i32 %70, 0, !dbg !68
  br i1 %71, label %72, label %77, !dbg !69

72:
  %73 = load i32, i32* %7, align 4, !dbg !70
  %74 = load i32, i32* %7, align 4, !dbg !71
  %75 = or i32 %73, %74, !dbg !72
  %76 = icmp ne i32 %75, 0, !dbg !70
  br label %77

77:
  %78 = phi i1 [ false, %66 ], [ %76, %72 ], !dbg !48
  %79 = zext i1 %78 to i32, !dbg !68
  %80 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([4 x i8], [4 x i8]* @.str, i64 0, i64 0), i32 %79), !dbg !73
  %81 = load i32, i32* %2, align 4, !dbg !74
  %82 = load i32, i32* %3, align 4, !dbg !75
  %83 = load i32, i32* %4, align 4, !dbg !76
  %84 = load i32, i32* %5, align 4, !dbg !77
  %85 = and i32 %83, %84, !dbg !78
  %86 = xor i32 %82, %85, !dbg !79
  %87 = or i32 %81, %86, !dbg !80
  %88 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([4 x i8], [4 x i8]* @.str, i64 0, i64 0), i32 %87), !dbg !81
  %89 = load i32, i32* %2, align 4, !dbg !82
  %90 = load i32, i32* %2, align 4, !dbg !83
  %91 = icmp eq i32 %89, %90, !dbg !84
  %92 = zext i1 %91 to i32, !dbg !82
  %93 = load i32, i32* %2, align 4, !dbg !85
  %94 = load i32, i32* %3, align 4, !dbg !86
  %95 = icmp eq i32 %93, %94, !dbg !87
  %96 = zext i1 %95 to i32, !dbg !85
  %97 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([8 x i8], [8 x i8]* @.str.1, i64 0, i64 0), i32 %92, i32 %96), !dbg !88
  %98 = load i32, i32* %2, align 4, !dbg !89
  %99 = load i32, i32* %2, align 4, !dbg !90
  %100 = icmp ne i32 %98, %99, !dbg !91
  %101 = zext i1 %100 to i32, !dbg !89
  %102 = load i32, i32* %2, align 4, !dbg !92
  %103 = load i32, i32* %3, align 4, !dbg !93
  %104 = icmp ne i32 %102, %103, !dbg !94
  %105 = zext i1 %104 to i32, !dbg !92
  %106 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([8 x i8], [8 x i8]* @.str.1, i64 0, i64 0), i32 %101, i32 %105), !dbg !95
  %107 = load i32, i32* %2, align 4, !dbg !96
  %108 = load i32, i32* %3, align 4, !dbg !97
  %109 = icmp ne i32 %107, %108, !dbg !98
  br i1 %109, label %110, label %114, !dbg !99

110:
  %111 = load i32, i32* %4, align 4, !dbg !100
  %112 = load i32, i32* %5, align 4, !dbg !101
  %113 = icmp ne i32 %111, %112, !dbg !102
  br label %114

114:
  %115 = phi i1 [ false, %77 ], [ %113, %110 ], !dbg !48
  %116 = zext i1 %115 to i32, !dbg !96
  %117 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([4 x i8], [4 x i8]* @.str, i64 0, i64 0), i32 %116), !dbg !103
  %118 = load i32, i32* %2, align 4, !dbg !104
  %119 = load i32, i32* %3, align 4, !dbg !105
  %120 = load i32, i32* %4, align 4, !dbg !106
  %121 = mul nsw i32 %119, %120, !dbg !107
  %122 = load i32, i32* %7, align 4, !dbg !108
  %123 = sdiv i32 %121, %122, !dbg !109
  %124 = add nsw i32 %118, %123, !dbg !110
  %125 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([4 x i8], [4 x i8]* @.str, i64 0, i64 0), i32 %124), !dbg !111
  %126 = load i32, i32* %2, align 4, !dbg !112
  %127 = load i32, i32* %3, align 4, !dbg !113
  %128 = load i32, i32* %4, align 4, !dbg !114
  %129 = mul nsw i32 %127, %128, !dbg !115
  %130 = load i32, i32* %7, align 4, !dbg !116
  %131 = sdiv i32 %129, %130, !dbg !117
  %132 = add nsw i32 %126, %131, !dbg !118
  %133 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([4 x i8], [4 x i8]* @.str, i64 0, i64 0), i32 %132), !dbg !119
  %134 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([4 x i8], [4 x i8]* @.str, i64 0, i64 0), i32 64), !dbg !120
  %135 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([4 x i8], [4 x i8]* @.str, i64 0, i64 0), i32 4), !dbg !121
  ret i32 0, !dbg !122
}

declare void @llvm.dbg.declare(metadata, metadata, metadata) #1

declare dso_local i32 @printf(i8*, ...) #2

attributes #0 = { noinline norecurse optnone uwtable ""correctly-rounded-divide-sqrt-fp-math""=""false"" ""disable-tail-calls""=""false"" ""frame-pointer""=""all"" ""less-precise-fpmad""=""false"" ""min-legal-vector-width""=""0"" ""no-infs-fp-math""=""false"" ""no-jump-tables""=""false"" ""no-nans-fp-math""=""false"" ""no-signed-zeros-fp-math""=""false"" ""no-trapping-math""=""false"" ""stack-protector-buffer-size""=""8"" ""target-cpu""=""x86-64"" ""target-features""=""+cx8,+fxsr,+mmx,+sse,+sse2,+x87"" ""unsafe-fp-math""=""false"" ""use-soft-float""=""false"" }
attributes #1 = { nounwind readnone speculatable willreturn }
attributes #2 = { ""correctly-rounded-divide-sqrt-fp-math""=""false"" ""disable-tail-calls""=""false"" ""frame-pointer""=""all"" ""less-precise-fpmad""=""false"" ""no-infs-fp-math""=""false"" ""no-nans-fp-math""=""false"" ""no-signed-zeros-fp-math""=""false"" ""no-trapping-math""=""false"" ""stack-protector-buffer-size""=""8"" ""target-cpu""=""x86-64"" ""target-features""=""+cx8,+fxsr,+mmx,+sse,+sse2,+x87"" ""unsafe-fp-math""=""false"" ""use-soft-float""=""false"" }

Standard error:
[1m<source>:29:25: [0m[0;1;35mwarning: [0m[1mself-comparison always evaluates to true [-Wtautological-compare][0m
   printf(""%d, %d\n"", a == a, a == b);
[0;1;32m                        ^
[0m[1m<source>:30:25: [0m[0;1;35mwarning: [0m[1mself-comparison always evaluates to false [-Wtautological-compare][0m
   printf(""%d, %d\n"", a != a, a != b);
[0;1;32m                        ^
[0m2 warnings generated.
",-emit-llvm,"# Compilation provided by Compiler Explorer at https://godbolt.org/
main:                                   # @main
        push    rbp
        mov     rbp, rsp
        sub     rsp, 96
        mov     dword ptr [rbp - 4], 0
        mov     dword ptr [rbp - 8], 12
        mov     dword ptr [rbp - 12], 34
        mov     dword ptr [rbp - 16], 56
        mov     dword ptr [rbp - 20], 78
        mov     dword ptr [rbp - 24], 0
        mov     dword ptr [rbp - 28], 1
        mov     eax, dword ptr [rbp - 16]
        add     eax, dword ptr [rbp - 20]
        movabs  rdi, offset .L.str
        mov     esi, eax
        mov     al, 0
        call    printf
        mov     ecx, dword ptr [rbp - 16]
        add     ecx, dword ptr [rbp - 20]
        mov     dword ptr [rbp - 36], ecx
        movabs  rdi, offset .L.str
        mov     esi, ecx
        mov     dword ptr [rbp - 40], eax # 4-byte Spill
        mov     al, 0
        call    printf
        cmp     dword ptr [rbp - 24], 0
        mov     dl, 1
        mov     byte ptr [rbp - 41], dl # 1-byte Spill
        jne     .LBB0_4
        xor     eax, eax
        cmp     dword ptr [rbp - 24], 0
        mov     byte ptr [rbp - 42], al # 1-byte Spill
        je      .LBB0_3
        cmp     dword ptr [rbp - 28], 0
        setne   al
        mov     byte ptr [rbp - 42], al # 1-byte Spill
.LBB0_3:
        mov     al, byte ptr [rbp - 42] # 1-byte Reload
        mov     byte ptr [rbp - 41], al # 1-byte Spill
.LBB0_4:
        mov     al, byte ptr [rbp - 41] # 1-byte Reload
        and     al, 1
        movzx   esi, al
        movabs  rdi, offset .L.str
        mov     al, 0
        call    printf
        cmp     dword ptr [rbp - 24], 0
        mov     cl, 1
        mov     byte ptr [rbp - 43], cl # 1-byte Spill
        jne     .LBB0_8
        xor     eax, eax
        cmp     dword ptr [rbp - 28], 0
        mov     byte ptr [rbp - 44], al # 1-byte Spill
        je      .LBB0_7
        cmp     dword ptr [rbp - 28], 0
        setne   al
        mov     byte ptr [rbp - 44], al # 1-byte Spill
.LBB0_7:
        mov     al, byte ptr [rbp - 44] # 1-byte Reload
        mov     byte ptr [rbp - 43], al # 1-byte Spill
.LBB0_8:
        mov     al, byte ptr [rbp - 43] # 1-byte Reload
        and     al, 1
        movzx   esi, al
        movabs  rdi, offset .L.str
        mov     al, 0
        call    printf
        cmp     dword ptr [rbp - 24], 0
        je      .LBB0_10
        cmp     dword ptr [rbp - 24], 0
        mov     al, 1
        mov     byte ptr [rbp - 45], al # 1-byte Spill
        jne     .LBB0_11
.LBB0_10:
        cmp     dword ptr [rbp - 28], 0
        setne   al
        mov     byte ptr [rbp - 45], al # 1-byte Spill
.LBB0_11:
        mov     al, byte ptr [rbp - 45] # 1-byte Reload
        and     al, 1
        movzx   esi, al
        movabs  rdi, offset .L.str
        mov     al, 0
        call    printf
        cmp     dword ptr [rbp - 24], 0
        je      .LBB0_13
        cmp     dword ptr [rbp - 28], 0
        mov     al, 1
        mov     byte ptr [rbp - 46], al # 1-byte Spill
        jne     .LBB0_14
.LBB0_13:
        cmp     dword ptr [rbp - 28], 0
        setne   al
        mov     byte ptr [rbp - 46], al # 1-byte Spill
.LBB0_14:
        mov     al, byte ptr [rbp - 46] # 1-byte Reload
        and     al, 1
        movzx   esi, al
        movabs  rdi, offset .L.str
        mov     al, 0
        call    printf
        xor     ecx, ecx
        cmp     dword ptr [rbp - 8], 0
        mov     byte ptr [rbp - 47], cl # 1-byte Spill
        je      .LBB0_16
        mov     eax, dword ptr [rbp - 28]
        or      eax, dword ptr [rbp - 28]
        cmp     eax, 0
        setne   cl
        mov     byte ptr [rbp - 47], cl # 1-byte Spill
.LBB0_16:
        mov     al, byte ptr [rbp - 47] # 1-byte Reload
        and     al, 1
        movzx   esi, al
        movabs  rdi, offset .L.str
        mov     al, 0
        call    printf
        mov     ecx, dword ptr [rbp - 8]
        mov     edx, dword ptr [rbp - 12]
        mov     esi, dword ptr [rbp - 16]
        and     esi, dword ptr [rbp - 20]
        xor     edx, esi
        or      ecx, edx
        movabs  rdi, offset .L.str
        mov     esi, ecx
        mov     dword ptr [rbp - 52], eax # 4-byte Spill
        mov     al, 0
        call    printf
        mov     ecx, dword ptr [rbp - 8]
        cmp     ecx, dword ptr [rbp - 8]
        sete    r8b
        and     r8b, 1
        movzx   esi, r8b
        mov     ecx, dword ptr [rbp - 8]
        cmp     ecx, dword ptr [rbp - 12]
        sete    r8b
        and     r8b, 1
        movzx   edx, r8b
        movabs  rdi, offset .L.str.1
        mov     dword ptr [rbp - 56], eax # 4-byte Spill
        mov     al, 0
        call    printf
        mov     ecx, dword ptr [rbp - 8]
        cmp     ecx, dword ptr [rbp - 8]
        setne   r8b
        and     r8b, 1
        movzx   esi, r8b
        mov     ecx, dword ptr [rbp - 8]
        cmp     ecx, dword ptr [rbp - 12]
        setne   r8b
        and     r8b, 1
        movzx   edx, r8b
        movabs  rdi, offset .L.str.1
        mov     dword ptr [rbp - 60], eax # 4-byte Spill
        mov     al, 0
        call    printf
        xor     ecx, ecx
        mov     edx, dword ptr [rbp - 8]
        cmp     edx, dword ptr [rbp - 12]
        mov     byte ptr [rbp - 61], cl # 1-byte Spill
        je      .LBB0_18
        mov     eax, dword ptr [rbp - 16]
        cmp     eax, dword ptr [rbp - 20]
        setne   cl
        mov     byte ptr [rbp - 61], cl # 1-byte Spill
.LBB0_18:
        mov     al, byte ptr [rbp - 61] # 1-byte Reload
        and     al, 1
        movzx   esi, al
        movabs  rdi, offset .L.str
        mov     al, 0
        call    printf
        mov     ecx, dword ptr [rbp - 8]
        mov     edx, dword ptr [rbp - 12]
        imul    edx, dword ptr [rbp - 16]
        mov     dword ptr [rbp - 68], eax # 4-byte Spill
        mov     eax, edx
        cdq
        idiv    dword ptr [rbp - 28]
        add     ecx, eax
        movabs  rdi, offset .L.str
        mov     esi, ecx
        mov     al, 0
        call    printf
        mov     ecx, dword ptr [rbp - 8]
        mov     esi, dword ptr [rbp - 12]
        imul    esi, dword ptr [rbp - 16]
        mov     dword ptr [rbp - 72], eax # 4-byte Spill
        mov     eax, esi
        cdq
        idiv    dword ptr [rbp - 28]
        add     ecx, eax
        movabs  rdi, offset .L.str
        mov     esi, ecx
        mov     al, 0
        call    printf
        movabs  rdi, offset .L.str
        mov     esi, 64
        mov     dword ptr [rbp - 76], eax # 4-byte Spill
        mov     al, 0
        call    printf
        movabs  rdi, offset .L.str
        mov     esi, 4
        mov     dword ptr [rbp - 80], eax # 4-byte Spill
        mov     al, 0
        call    printf
        xor     ecx, ecx
        mov     dword ptr [rbp - 84], eax # 4-byte Spill
        mov     eax, ecx
        add     rsp, 96
        pop     rbp
        ret
.L.str:
        .asciz  ""%d\n""

.L.str.1:
        .asciz  ""%d, %d\n""

Standard error:
[1m<source>:23:26: [0m[0;1;35mwarning: [0m[1m'&&' within '||' [-Wlogical-op-parentheses][0m
   printf(""%d\n"", e || e && f);
[0;1;32m                    ~~ ~~^~~~
[0m[1m<source>:23:26: [0m[0;1;30mnote: [0mplace parentheses around the '&&' expression to silence this warning[0m
   printf(""%d\n"", e || e && f);
[0;1;32m                         ^
[0m[0;32m                       (     )
[0m[1m<source>:24:26: [0m[0;1;35mwarning: [0m[1m'&&' within '||' [-Wlogical-op-parentheses][0m
   printf(""%d\n"", e || f && f);
[0;1;32m                    ~~ ~~^~~~
[0m[1m<source>:24:26: [0m[0;1;30mnote: [0mplace parentheses around the '&&' expression to silence this warning[0m
   printf(""%d\n"", e || f && f);
[0;1;32m                         ^
[0m[0;32m                       (     )
[0m[1m<source>:25:21: [0m[0;1;35mwarning: [0m[1m'&&' within '||' [-Wlogical-op-parentheses][0m
   printf(""%d\n"", e && e || f);
[0;1;32m                  ~~^~~~ ~~
[0m[1m<source>:25:21: [0m[0;1;30mnote: [0mplace parentheses around the '&&' expression to silence this warning[0m
   printf(""%d\n"", e && e || f);
[0;1;32m                    ^
[0m[0;32m                  (     )
[0m[1m<source>:26:21: [0m[0;1;35mwarning: [0m[1m'&&' within '||' [-Wlogical-op-parentheses][0m
   printf(""%d\n"", e && f || f);
[0;1;32m                  ~~^~~~ ~~
[0m[1m<source>:26:21: [0m[0;1;30mnote: [0mplace parentheses around the '&&' expression to silence this warning[0m
   printf(""%d\n"", e && f || f);
[0;1;32m                    ^
[0m[0;32m                  (     )
[0m[1m<source>:28:29: [0m[0;1;35mwarning: [0m[1m'&' within '^' [-Wbitwise-op-parentheses][0m
   printf(""%d\n"", a | b ^ c & d);
[0;1;32m                        ~ ~~^~~
[0m[1m<source>:28:29: [0m[0;1;30mnote: [0mplace parentheses around the '&' expression to silence this warning[0m
   printf(""%d\n"", a | b ^ c & d);
[0;1;32m                            ^
[0m[0;32m                          (    )
[0m[1m<source>:28:25: [0m[0;1;35mwarning: [0m[1m'^' within '|' [-Wbitwise-op-parentheses][0m
   printf(""%d\n"", a | b ^ c & d);
[0;1;32m                    ~ ~~^~~~~~~
[0m[1m<source>:28:25: [0m[0;1;30mnote: [0mplace parentheses around the '^' expression to silence this warning[0m
   printf(""%d\n"", a | b ^ c & d);
[0;1;32m                        ^
[0m[0;32m                      (        )
[0m[1m<source>:29:25: [0m[0;1;35mwarning: [0m[1mself-comparison always evaluates to true [-Wtautological-compare][0m
   printf(""%d, %d\n"", a == a, a == b);
[0;1;32m                        ^
[0m[1m<source>:30:25: [0m[0;1;35mwarning: [0m[1mself-comparison always evaluates to false [-Wtautological-compare][0m
   printf(""%d, %d\n"", a != a, a != b);
[0;1;32m                        ^
[0m[1m<source>:11:8: [0m[0;1;35mwarning: [0m[1munused variable 'x' [-Wunused-variable][0m
   int x;
[0;1;32m       ^
[0m9 warnings generated.
",-Wall
source\00165.c,clang10,"# Compilation provided by Compiler Explorer at https://godbolt.org/
@.str = private unnamed_addr constant [4 x i8] c""%d\0A\00"", align 1
@.str.1 = private unnamed_addr constant [12 x i8] c""%d, %d, %d\0A\00"", align 1

define dso_local i32 @main() #0 !dbg !7 {
  %1 = alloca i32, align 4
  store i32 0, i32* %1, align 4
  %2 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([4 x i8], [4 x i8]* @.str, i64 0, i64 0), i32 12), !dbg !12
  %3 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([12 x i8], [12 x i8]* @.str.1, i64 0, i64 0), i32 12, i32 24, i32 36), !dbg !13
  ret i32 0, !dbg !14
}

declare dso_local i32 @printf(i8*, ...) #1

attributes #0 = { noinline norecurse optnone uwtable ""correctly-rounded-divide-sqrt-fp-math""=""false"" ""disable-tail-calls""=""false"" ""frame-pointer""=""all"" ""less-precise-fpmad""=""false"" ""min-legal-vector-width""=""0"" ""no-infs-fp-math""=""false"" ""no-jump-tables""=""false"" ""no-nans-fp-math""=""false"" ""no-signed-zeros-fp-math""=""false"" ""no-trapping-math""=""false"" ""stack-protector-buffer-size""=""8"" ""target-cpu""=""x86-64"" ""target-features""=""+cx8,+fxsr,+mmx,+sse,+sse2,+x87"" ""unsafe-fp-math""=""false"" ""use-soft-float""=""false"" }
attributes #1 = { ""correctly-rounded-divide-sqrt-fp-math""=""false"" ""disable-tail-calls""=""false"" ""frame-pointer""=""all"" ""less-precise-fpmad""=""false"" ""no-infs-fp-math""=""false"" ""no-nans-fp-math""=""false"" ""no-signed-zeros-fp-math""=""false"" ""no-trapping-math""=""false"" ""stack-protector-buffer-size""=""8"" ""target-cpu""=""x86-64"" ""target-features""=""+cx8,+fxsr,+mmx,+sse,+sse2,+x87"" ""unsafe-fp-math""=""false"" ""use-soft-float""=""false"" }

",-emit-llvm,"# Compilation provided by Compiler Explorer at https://godbolt.org/
main:                                   # @main
        push    rbp
        mov     rbp, rsp
        sub     rsp, 16
        mov     dword ptr [rbp - 4], 0
        movabs  rdi, offset .L.str
        mov     esi, 12
        mov     al, 0
        call    printf
        movabs  rdi, offset .L.str.1
        mov     esi, 12
        mov     edx, 24
        mov     ecx, 36
        mov     dword ptr [rbp - 8], eax # 4-byte Spill
        mov     al, 0
        call    printf
        xor     ecx, ecx
        mov     dword ptr [rbp - 12], eax # 4-byte Spill
        mov     eax, ecx
        add     rsp, 16
        pop     rbp
        ret
.L.str:
        .asciz  ""%d\n""

.L.str.1:
        .asciz  ""%d, %d, %d\n""

",-Wall
source\00166.c,clang10,"# Compilation provided by Compiler Explorer at https://godbolt.org/
@.str = private unnamed_addr constant [4 x i8] c""%d\0A\00"", align 1

define dso_local i32 @main() #0 !dbg !7 {
  %1 = alloca i32, align 4
  %2 = alloca i32, align 4
  %3 = alloca i32, align 4
  %4 = alloca i32, align 4
  %5 = alloca i32, align 4
  store i32 0, i32* %1, align 4
  call void @llvm.dbg.declare(metadata i32* %2, metadata !12, metadata !DIExpression()), !dbg !13
  store i32 24680, i32* %2, align 4, !dbg !13
  call void @llvm.dbg.declare(metadata i32* %3, metadata !14, metadata !DIExpression()), !dbg !15
  store i32 342391, i32* %3, align 4, !dbg !15
  call void @llvm.dbg.declare(metadata i32* %4, metadata !16, metadata !DIExpression()), !dbg !17
  store i32 2386092, i32* %4, align 4, !dbg !17
